transaction_id,merchant_id,merchant_name,merchant_category,transaction_date,amount,currency,payment_method,vendor_name,budget_category,is_flagged,flag_reason,region,quarter,budget_allocated
txn-00495,m-ret-001,Northwind Retail Co,retail,2024-04-07,3552.61,USD,ach,Brown Group,IT,False,,US-East,Q2,18128.71
txn-00496,m-util-02,Clearwater Energy Co,utilities,2025-03-15,1107.01,USD,virtual_card,Carter Inc,Marketing,False,,EU-North,Q1,91497.23
txn-00497,m-trv-002,Silverwing Airlines Desk,travel,2024-05-03,212.52,USD,check,Blackwell LLC,Travel,False,,US-Central,Q2,92339.27
txn-00498,m-ret-001,Northwind Retail Co,retail,2023-11-26,620.42,USD,card,Robertson-Hays,Facilities,False,,US-East,Q4,15682.37
txn-00499,m-log-002,Pacific Parcel Network,logistics,2024-12-11,291.95,USD,card,"Kennedy, Johnson and Lucas",IT,False,,EU-Central,Q4,64037.59
txn-00500,m-food-01,Copperline Catering,food,2023-06-21,145.32,USD,wire,Kelly-Norman,Marketing,False,,EU-North,Q2,90432.87
txn-00501,m-ret-004,Sterling Home Goods,retail,2024-09-02,1989.73,USD,ach,"Rivera, Martinez and Richardson",Facilities,False,,EU-North,Q3,64684.55
txn-00502,m-food-03,Summit Provisions,food,2025-02-07,4998.92,USD,virtual_card,Paul-Kline,Operations,True,duplicate,APAC,Q1,83667.51
txn-00503,m-saas-02,LedgerFlow Analytics,SaaS,2023-08-05,154.24,USD,check,Morgan-Lopez,Payroll-adjacent,False,,US-Central,Q3,78941.87
txn-00504,m-ret-002,Atlas Outfitters,retail,2024-01-20,1136.7,USD,check,"Jimenez, Glass and Stone",Payroll-adjacent,False,,EU-Central,Q1,23378.16
txn-00505,m-ret-002,Atlas Outfitters,retail,2024-11-08,373.92,USD,card,Acosta Inc,Marketing,True,duplicate,EU-North,Q4,25155.22
txn-00506,m-util-01,Gridline Utilities,utilities,2024-01-25,358.09,USD,virtual_card,Morrison-Short,Marketing,False,,US-East,Q1,38355.54
txn-00507,m-ret-001,Northwind Retail Co,retail,2023-11-05,398.67,USD,check,"Carter, Garcia and Murphy",Travel,False,,EU-Central,Q4,72218.86
txn-00508,m-saas-02,LedgerFlow Analytics,SaaS,2024-03-04,236.57,USD,check,Parker-Morrison,Marketing,False,,US-West,Q1,119592.74
txn-00509,m-saas-01,Vertex Cloud Systems,SaaS,2024-05-24,701.61,USD,wire,Jackson-Wallace,Operations,False,,US-East,Q2,63179.44
txn-00510,m-food-03,Summit Provisions,food,2024-12-21,306.65,USD,card,Williams-Berg,Travel,False,,US-East,Q4,78507.13
txn-00511,m-util-02,Clearwater Energy Co,utilities,2023-12-05,1029.95,USD,card,Mendez-Graham,Operations,False,,EU-Central,Q4,89422.45
txn-00512,m-util-02,Clearwater Energy Co,utilities,2023-06-02,629.38,USD,card,"Whitney, Gould and Jones",Marketing,False,,US-West,Q2,47936.12
txn-00513,m-log-003,Ironhorse Trucking,logistics,2024-10-21,588.11,USD,wire,"Sullivan, Palmer and Brady",Operations,False,,US-West,Q4,102782.9
txn-00514,m-saas-01,Vertex Cloud Systems,SaaS,2025-04-12,245.1,USD,wire,Cisneros and Sons,Operations,False,,APAC,Q2,63179.44
txn-00515,m-food-02,Urban Grain Bistro,food,2024-03-12,324.46,USD,card,"Gregory, Kim and Martinez",Payroll-adjacent,True,duplicate,APAC,Q1,107490.74
txn-00516,m-saas-03,Northline CRM,SaaS,2023-12-03,1755.82,GBP,card,Osborne LLC,IT,False,,US-Central,Q4,21082.14
txn-00517,m-saas-03,Northline CRM,SaaS,2023-04-27,1154.02,USD,virtual_card,Reyes-Bradley,Travel,False,,EU-North,Q2,114429.69
txn-00518,m-util-02,Clearwater Energy Co,utilities,2025-03-30,208.79,USD,ach,"Hernandez, Cole and Watson",Travel,False,,APAC,Q1,92904.76
txn-00519,m-ret-002,Atlas Outfitters,retail,2023-06-13,741.94,USD,check,Hines-Berry,Marketing,False,,EU-Central,Q2,50342.43
txn-00520,m-util-01,Gridline Utilities,utilities,2023-07-05,1641.7,USD,wire,"Richardson, Edwards and Ramirez",Facilities,False,,APAC,Q3,116892.06
txn-00521,m-saas-02,LedgerFlow Analytics,SaaS,2024-05-09,106.02,USD,virtual_card,Johnson and Sons,Travel,False,,US-West,Q2,115150.67
txn-00522,m-log-003,Ironhorse Trucking,logistics,2024-11-01,1390.55,USD,check,Holmes-Mcintyre,IT,False,,EU-Central,Q4,32462.67
txn-00523,m-log-004,BlueAnchor Maritime,logistics,2023-08-18,346.57,USD,check,Green LLC,Payroll-adjacent,False,,APAC,Q3,40960.17
txn-00524,m-food-04,Riverside Commissary,food,2023-04-08,1245.96,USD,ach,"Griffin, Davies and Mitchell",Travel,False,,APAC,Q2,21744.03
txn-00525,m-trv-001,Meridian Travel Group,travel,2023-06-02,287.27,EUR,card,Gonzalez-Taylor,Facilities,False,,US-East,Q2,28381.78
txn-00526,m-ret-004,Sterling Home Goods,retail,2024-04-25,91.34,USD,card,Hayes Ltd,Travel,False,,US-Central,Q2,75898.4
txn-00527,m-log-002,Pacific Parcel Network,logistics,2023-12-05,127.67,USD,ach,Osborn-Cochran,IT,False,,EU-North,Q4,64037.59
txn-00528,m-trv-001,Meridian Travel Group,travel,2025-04-16,701.27,USD,virtual_card,Contreras-Mckinney,Operations,False,,EU-North,Q2,42505.3
txn-00529,m-ret-003,Harbor Street Market,retail,2024-05-25,885.09,USD,virtual_card,"Daniels, Vance and York",Travel,False,,US-West,Q2,82199.97
txn-00530,m-saas-01,Vertex Cloud Systems,SaaS,2024-02-18,226.3,USD,check,"Mckinney, Graves and Thompson",Travel,True,duplicate,EU-Central,Q1,56937.05
txn-00531,m-food-04,Riverside Commissary,food,2024-10-14,1544.13,EUR,virtual_card,Hicks-Martinez,IT,False,,US-Central,Q4,87864.73
txn-00532,m-ret-002,Atlas Outfitters,retail,2025-04-16,106.95,USD,wire,Conner and Sons,Operations,False,,EU-Central,Q2,78391.23
txn-00533,m-food-04,Riverside Commissary,food,2024-04-29,618.51,USD,virtual_card,Johnson-Spencer,Payroll-adjacent,False,,APAC,Q2,88029.91
txn-00534,m-log-002,Pacific Parcel Network,logistics,2023-01-03,161.5,USD,wire,Mcdonald-Bird,IT,False,,US-Central,Q1,25177.74
txn-00535,m-saas-01,Vertex Cloud Systems,SaaS,2023-02-16,298.75,USD,virtual_card,Salazar Inc,Operations,False,,EU-Central,Q1,111027.5
txn-00536,m-log-001,Continental Freight,logistics,2023-07-12,756.8,GBP,ach,Parker Ltd,Marketing,False,,US-East,Q3,71626.09
txn-00537,m-food-02,Urban Grain Bistro,food,2023-04-21,258.15,USD,check,"Mendoza, Jenkins and Ortiz",Travel,False,,EU-North,Q2,63119.98
txn-00538,m-util-01,Gridline Utilities,utilities,2024-11-05,501.07,EUR,virtual_card,"Jones, Compton and Day",Facilities,True,high-risk-vendor,US-West,Q4,33749.62
txn-00539,m-saas-04,Obsidian Security Suite,SaaS,2024-03-19,1851.11,USD,check,Owens-Holmes,Facilities,False,,US-East,Q1,66909.6
txn-00540,m-log-004,BlueAnchor Maritime,logistics,2023-06-27,352.63,USD,card,Humphrey PLC,Payroll-adjacent,False,,EU-Central,Q2,42215.11
txn-00541,m-food-04,Riverside Commissary,food,2023-11-26,1917.97,GBP,check,"Matthews, Saunders and Anderson",Facilities,False,,US-East,Q4,110008.04
txn-00542,m-log-003,Ironhorse Trucking,logistics,2024-02-12,176.61,GBP,ach,"Bartlett, Brown and Martinez",IT,False,,EU-Central,Q1,116744.61
txn-00543,m-ret-004,Sterling Home Goods,retail,2023-11-03,1369.97,USD,wire,Torres and Sons,Payroll-adjacent,False,,EU-Central,Q4,69122.46
txn-00544,m-log-001,Continental Freight,logistics,2023-07-25,3507.6,USD,wire,Donovan-Perez,Operations,False,,APAC,Q3,119490.68
txn-00545,m-saas-02,LedgerFlow Analytics,SaaS,2024-12-28,50.45,EUR,check,"Jacobson, Singleton and King",Payroll-adjacent,False,,APAC,Q4,31048.12
txn-00546,m-food-02,Urban Grain Bistro,food,2024-12-28,318.36,USD,check,"Huber, Hill and Weber",Marketing,False,,EU-Central,Q4,113144.16
txn-00547,m-trv-002,Silverwing Airlines Desk,travel,2024-11-21,1443.09,GBP,virtual_card,"Ferguson, Shaw and Jackson",Payroll-adjacent,False,,EU-Central,Q4,105152.29
txn-00548,m-saas-01,Vertex Cloud Systems,SaaS,2023-01-26,489.44,USD,card,"Moore, Hopkins and Le",Travel,False,,US-East,Q1,56937.05
txn-00549,m-food-01,Copperline Catering,food,2024-11-30,1150.58,USD,card,"Morgan, Bradshaw and Williams",IT,False,,US-Central,Q4,104535.59
txn-00550,m-log-001,Continental Freight,logistics,2025-02-10,314.89,USD,virtual_card,Miller Ltd,Facilities,False,,APAC,Q1,22454.27
txn-00551,m-saas-04,Obsidian Security Suite,SaaS,2023-08-18,790.14,USD,virtual_card,"Baker, Clark and Armstrong",Payroll-adjacent,False,,APAC,Q3,26191.67
txn-00552,m-food-01,Copperline Catering,food,2024-12-10,644.53,USD,virtual_card,"Fowler, Jimenez and Burton",Payroll-adjacent,False,,APAC,Q4,80035.06
txn-00553,m-food-02,Urban Grain Bistro,food,2024-07-19,2595.47,USD,wire,May-Turner,Marketing,False,,EU-North,Q3,69892.19
txn-00554,m-log-002,Pacific Parcel Network,logistics,2024-10-10,1011.94,USD,wire,Ballard Ltd,Payroll-adjacent,False,,EU-Central,Q4,44247.24
txn-00555,m-food-04,Riverside Commissary,food,2023-07-21,1041.4,GBP,virtual_card,Evans-Jones,Payroll-adjacent,False,,APAC,Q3,104956.86
txn-00556,m-ret-003,Harbor Street Market,retail,2023-07-11,456.64,USD,card,Moore Group,Operations,False,,EU-North,Q3,83043.72
txn-00557,m-log-003,Ironhorse Trucking,logistics,2024-07-23,420.14,USD,check,Marshall-Peterson,IT,False,,US-West,Q3,104113.05
txn-00558,m-food-02,Urban Grain Bistro,food,2024-04-22,413.31,EUR,ach,Edwards Ltd,Payroll-adjacent,False,,EU-Central,Q2,107323.38
txn-00559,m-ret-002,Atlas Outfitters,retail,2025-03-03,944.37,USD,wire,Gross-Valencia,Payroll-adjacent,False,,EU-Central,Q1,23378.16
txn-00560,m-saas-04,Obsidian Security Suite,SaaS,2024-01-02,385.11,USD,wire,Anderson-Wood,Marketing,False,,US-East,Q1,81458.79
txn-00561,m-ret-004,Sterling Home Goods,retail,2023-03-11,841.66,USD,check,"Rodriguez, Allen and Martinez",Facilities,False,,US-West,Q1,61426.78
txn-00562,m-food-03,Summit Provisions,food,2023-08-15,7043.79,USD,wire,Wright-Davis,Operations,False,,US-East,Q3,100795.93
txn-00563,m-food-04,Riverside Commissary,food,2024-06-27,1734.09,EUR,card,Dougherty-Lin,Travel,False,,EU-North,Q2,21744.03
txn-00564,m-log-002,Pacific Parcel Network,logistics,2024-10-19,534.4,EUR,card,Wright-Grimes,Facilities,False,,US-Central,Q4,41108.92
txn-00565,m-trv-001,Meridian Travel Group,travel,2025-03-26,2293.77,USD,check,Li PLC,Marketing,False,,US-West,Q1,59475.46
txn-00566,m-ret-004,Sterling Home Goods,retail,2025-04-21,424.59,USD,check,"Edwards, Hines and Jimenez",IT,False,,US-West,Q2,72533.41
txn-00567,m-food-01,Copperline Catering,food,2024-10-29,81.27,USD,card,"Owens, Koch and Jimenez",Operations,False,,US-East,Q4,93537.43
txn-00568,m-saas-04,Obsidian Security Suite,SaaS,2024-06-30,219.45,USD,ach,Landry PLC,Marketing,False,,US-East,Q2,50194.77
txn-00569,m-trv-002,Silverwing Airlines Desk,travel,2023-04-17,84.96,USD,virtual_card,Levy-Lewis,Operations,False,,US-West,Q2,80169.46
txn-00570,m-saas-02,LedgerFlow Analytics,SaaS,2023-01-25,415.7,USD,card,Williams-Campbell,Travel,False,,US-West,Q1,62640.99
txn-00571,m-saas-03,Northline CRM,SaaS,2025-03-24,624.45,USD,check,"Khan, Pena and Ruiz",IT,False,,US-Central,Q1,107265.8
txn-00572,m-trv-002,Silverwing Airlines Desk,travel,2024-02-02,3868.8,USD,virtual_card,"Smith, Rodriguez and Anderson",Travel,False,,EU-North,Q1,17602.57
txn-00573,m-saas-01,Vertex Cloud Systems,SaaS,2024-07-01,1029.25,USD,check,Luna-Gallagher,Marketing,True,high-risk-vendor,EU-Central,Q3,83821.06
txn-00574,m-ret-002,Atlas Outfitters,retail,2024-12-18,601.09,USD,check,Williams-Williams,Marketing,False,,APAC,Q4,25155.22
txn-00575,m-food-01,Copperline Catering,food,2024-09-13,1788.81,USD,virtual_card,"Lee, Tran and Jones",Marketing,False,,APAC,Q3,31253.67
txn-00576,m-ret-001,Northwind Retail Co,retail,2024-04-30,58.43,USD,ach,"Cole, Pierce and Bryan",Operations,False,,EU-Central,Q2,86053.45
txn-00577,m-food-01,Copperline Catering,food,2024-10-11,991.22,USD,wire,"Becker, Wilson and Hester",Operations,False,,US-West,Q4,93537.43
txn-00578,m-saas-04,Obsidian Security Suite,SaaS,2024-07-22,1677.25,USD,card,Brooks-Hatfield,Operations,False,,EU-North,Q3,35908.64
txn-00579,m-saas-04,Obsidian Security Suite,SaaS,2024-07-14,141.25,USD,wire,"Mcmillan, Fischer and Gonzalez",Marketing,False,,APAC,Q3,100934.46
txn-00580,m-ret-004,Sterling Home Goods,retail,2023-05-26,2340.52,USD,check,"Morales, Williams and Williams",Operations,False,,US-East,Q2,86118.38
txn-00581,m-saas-01,Vertex Cloud Systems,SaaS,2023-07-05,1042.43,USD,card,"Cook, Wells and Bryant",Payroll-adjacent,False,,EU-Central,Q3,21670.41
txn-00582,m-util-01,Gridline Utilities,utilities,2024-10-22,484.42,USD,card,"Barry, Taylor and Velazquez",Facilities,False,,US-East,Q4,33749.62
txn-00583,m-log-004,BlueAnchor Maritime,logistics,2024-05-13,1334.16,USD,ach,Martin-Ewing,IT,False,,EU-Central,Q2,118728.71
txn-00584,m-ret-003,Harbor Street Market,retail,2023-07-18,8731.77,USD,wire,"Kirby, Wheeler and Romero",IT,False,,US-Central,Q3,32157.26
txn-00585,m-log-004,BlueAnchor Maritime,logistics,2023-06-06,812.45,USD,wire,"Patel, Erickson and Evans",Facilities,False,,US-East,Q2,72526.55
txn-00586,m-ret-001,Northwind Retail Co,retail,2023-11-17,1005.06,USD,virtual_card,Richardson Ltd,Operations,False,,US-Central,Q4,24128.58
txn-00587,m-saas-02,LedgerFlow Analytics,SaaS,2024-11-26,461.49,USD,virtual_card,Whitney PLC,Payroll-adjacent,False,,US-Central,Q4,31048.12
txn-00588,m-food-01,Copperline Catering,food,2024-05-13,261.17,USD,check,Robles-Swanson,Facilities,False,,US-Central,Q2,85897.32
txn-00589,m-saas-02,LedgerFlow Analytics,SaaS,2024-07-05,1790.64,USD,card,"Soto, Carlson and Baker",Operations,False,,US-West,Q3,86579.59
txn-00590,m-ret-004,Sterling Home Goods,retail,2024-10-08,298.29,USD,check,"Patton, Parsons and Lane",Marketing,False,,EU-Central,Q4,59146.87
txn-00591,m-log-001,Continental Freight,logistics,2023-02-07,662.05,USD,check,"Williams, Castillo and Warren",Facilities,False,,US-East,Q1,22454.27
txn-00592,m-food-03,Summit Provisions,food,2024-02-06,361.84,GBP,ach,"Harvey, Randall and Hernandez",Operations,False,,EU-Central,Q1,83667.51
txn-00593,m-ret-003,Harbor Street Market,retail,2024-02-11,1036.39,USD,ach,"Allen, Armstrong and Graves",IT,False,,EU-Central,Q1,32969.56
txn-00594,m-saas-03,Northline CRM,SaaS,2025-02-14,883.28,USD,ach,Smith LLC,Facilities,False,,EU-Central,Q1,22267.31
txn-00595,m-saas-02,LedgerFlow Analytics,SaaS,2025-01-23,52948.95,USD,wire,Hernandez-Vaughn,Payroll-adjacent,True,over-budget,US-Central,Q1,46336.7
txn-00596,m-food-03,Summit Provisions,food,2023-08-28,409.91,USD,check,Shaw-Carr,Marketing,False,,US-Central,Q3,79226.17
txn-00597,m-trv-001,Meridian Travel Group,travel,2024-04-25,494.3,EUR,wire,Salas-Fitzgerald,Travel,False,,EU-Central,Q2,72286.98
txn-00598,m-log-003,Ironhorse Trucking,logistics,2025-01-29,208.51,USD,check,Thornton PLC,IT,False,,APAC,Q1,116744.61
txn-00599,m-trv-001,Meridian Travel Group,travel,2024-01-10,375.36,USD,card,Hoffman Ltd,Facilities,False,,EU-North,Q1,30549.85
txn-00600,m-log-002,Pacific Parcel Network,logistics,2024-06-12,1007.3,USD,wire,Fox-Edwards,Travel,False,,EU-North,Q2,85703.28
txn-00601,m-food-04,Riverside Commissary,food,2023-01-07,1407.13,GBP,ach,Stevens PLC,Facilities,False,,EU-Central,Q1,58656.29
txn-00602,m-log-003,Ironhorse Trucking,logistics,2023-08-05,260.49,USD,wire,Payne-Lowe,Operations,False,,US-West,Q3,119924.66
txn-00603,m-log-002,Pacific Parcel Network,logistics,2024-02-29,1592.7,USD,virtual_card,"Becker, Lara and Baker",IT,False,,EU-North,Q1,25177.74
txn-00604,m-log-001,Continental Freight,logistics,2024-08-27,3191.23,USD,virtual_card,Lee-Wright,Operations,True,duplicate,US-East,Q3,119490.68
txn-00605,m-log-004,BlueAnchor Maritime,logistics,2024-08-29,1132.0,USD,check,"Evans, David and Hendrix",Operations,True,high-risk-vendor,US-East,Q3,62928.49
txn-00606,m-ret-002,Atlas Outfitters,retail,2023-06-20,5242.09,GBP,check,Bush-Vaughn,IT,False,,APAC,Q2,117177.16
txn-00607,m-ret-001,Northwind Retail Co,retail,2025-01-06,261.24,USD,wire,Stewart-Bailey,Payroll-adjacent,False,,US-East,Q1,99611.02
txn-00608,m-util-01,Gridline Utilities,utilities,2024-09-13,182.7,USD,ach,"Hill, Martinez and Rhodes",Travel,False,,EU-North,Q3,118020.72
txn-00609,m-food-04,Riverside Commissary,food,2023-05-27,94.01,USD,ach,Huang-Foster,Facilities,False,,EU-Central,Q2,36717.61
txn-00610,m-log-003,Ironhorse Trucking,logistics,2023-06-21,3448.34,USD,virtual_card,Blevins-Ballard,Payroll-adjacent,False,,US-West,Q2,59415.79
txn-00611,m-log-002,Pacific Parcel Network,logistics,2024-01-23,1256.92,USD,card,Williams-Moses,Travel,False,,EU-Central,Q1,91552.96
txn-00612,m-trv-002,Silverwing Airlines Desk,travel,2025-04-26,625.69,USD,ach,Reed Group,Operations,False,,EU-Central,Q2,80169.46
txn-00613,m-food-04,Riverside Commissary,food,2023-02-09,832.63,USD,card,"Scott, Mendoza and Harris",Facilities,False,,APAC,Q1,58656.29
txn-00614,m-saas-02,LedgerFlow Analytics,SaaS,2024-09-09,208.29,USD,virtual_card,"Nelson, Hoffman and Nelson",Facilities,False,,US-Central,Q3,110825.92
txn-00615,m-ret-002,Atlas Outfitters,retail,2024-12-15,11272.14,USD,virtual_card,Gilbert PLC,Facilities,False,,EU-North,Q4,45385.74
txn-00616,m-food-03,Summit Provisions,food,2024-08-26,828.08,EUR,virtual_card,Sanchez Ltd,Payroll-adjacent,False,,EU-North,Q3,103840.89
txn-00617,m-log-002,Pacific Parcel Network,logistics,2023-03-27,690.18,USD,check,"Perez, Hall and Garcia",IT,False,,US-East,Q1,25177.74
txn-00618,m-ret-001,Northwind Retail Co,retail,2024-12-27,1699.53,USD,check,Love-Garcia,Payroll-adjacent,False,,EU-Central,Q4,31325.35
txn-00619,m-ret-001,Northwind Retail Co,retail,2024-01-20,1038.7,USD,wire,Smith PLC,Payroll-adjacent,False,,US-West,Q1,99611.02
txn-00620,m-saas-02,LedgerFlow Analytics,SaaS,2024-03-12,782.81,USD,wire,Russell Group,Payroll-adjacent,False,,EU-North,Q1,46336.7
txn-00621,m-log-004,BlueAnchor Maritime,logistics,2024-01-10,256.49,USD,virtual_card,Santos-Avila,Facilities,False,,EU-North,Q1,102209.76
txn-00622,m-saas-04,Obsidian Security Suite,SaaS,2025-03-13,1027.86,USD,wire,Morris-Brewer,Facilities,False,,EU-North,Q1,66909.6
txn-00623,m-log-003,Ironhorse Trucking,logistics,2023-11-11,6063.18,USD,virtual_card,Pearson and Sons,Facilities,False,,APAC,Q4,97327.41
txn-00624,m-saas-01,Vertex Cloud Systems,SaaS,2025-02-04,2688.07,USD,ach,"Rodgers, Jefferson and Johnson",Operations,False,,EU-Central,Q1,111027.5
txn-00625,m-trv-001,Meridian Travel Group,travel,2025-03-15,3530.25,USD,check,Butler and Sons,IT,False,,APAC,Q1,59907.13
txn-00626,m-ret-002,Atlas Outfitters,retail,2023-06-14,379.05,EUR,card,Osborn Group,Travel,False,,EU-North,Q2,79944.57
txn-00627,m-food-04,Riverside Commissary,food,2024-03-21,206.04,USD,ach,Lopez-Curry,Marketing,False,,EU-Central,Q1,95410.44
txn-00628,m-ret-002,Atlas Outfitters,retail,2025-01-11,532.86,GBP,check,Mcdowell-Smith,Travel,False,,US-Central,Q1,102087.49
txn-00629,m-food-04,Riverside Commissary,food,2023-02-28,650.61,USD,virtual_card,"Morrison, Hebert and Rogers",Operations,True,high-risk-vendor,EU-Central,Q1,23135.75
txn-00630,m-food-01,Copperline Catering,food,2023-07-19,2393.64,USD,check,Hays-Daniels,Marketing,False,,US-East,Q3,31253.67
txn-00631,m-food-04,Riverside Commissary,food,2023-06-23,103.37,USD,ach,Small-Anderson,Payroll-adjacent,False,,US-East,Q2,88029.91
txn-00632,m-ret-003,Harbor Street Market,retail,2023-10-10,4114.48,USD,virtual_card,"Mcdonald, Lee and Rodriguez",Travel,False,,US-East,Q4,86884.5
txn-00633,m-ret-004,Sterling Home Goods,retail,2023-01-16,514.3,USD,card,Simon Ltd,Payroll-adjacent,False,,APAC,Q1,98582.6
txn-00634,m-saas-04,Obsidian Security Suite,SaaS,2024-08-19,449.17,USD,wire,Higgins-Smith,IT,False,,US-East,Q3,104222.46
txn-00635,m-util-01,Gridline Utilities,utilities,2024-02-18,201.0,USD,ach,Gibbs-Bradley,Facilities,False,,US-West,Q1,113619.9
txn-00636,m-saas-04,Obsidian Security Suite,SaaS,2023-03-16,99.11,USD,card,Thompson Ltd,Facilities,False,,US-Central,Q1,66909.6
txn-00637,m-saas-04,Obsidian Security Suite,SaaS,2025-04-12,1644.99,USD,virtual_card,Wilcox-Robertson,Facilities,False,,EU-Central,Q2,40618.37
txn-00638,m-util-02,Clearwater Energy Co,utilities,2025-02-27,663.33,USD,virtual_card,Morales Inc,Operations,False,,EU-Central,Q1,55445.52
txn-00639,m-ret-001,Northwind Retail Co,retail,2024-05-08,160.94,USD,virtual_card,Holden Group,Marketing,False,,US-East,Q2,17626.13
txn-00640,m-log-002,Pacific Parcel Network,logistics,2025-03-30,147.24,USD,wire,Boyle-Smith,IT,False,,US-West,Q1,25177.74
txn-00641,m-log-003,Ironhorse Trucking,logistics,2023-09-12,496.51,USD,wire,Young-Molina,IT,True,duplicate,EU-North,Q3,104113.05
txn-00642,m-food-02,Urban Grain Bistro,food,2023-12-29,4796.71,GBP,ach,Turner-Sharp,Operations,False,,APAC,Q4,56557.51
txn-00643,m-log-001,Continental Freight,logistics,2024-05-25,499.92,USD,ach,Green LLC,Payroll-adjacent,False,,US-East,Q2,22440.02
txn-00644,m-log-002,Pacific Parcel Network,logistics,2023-07-27,137.48,USD,wire,"Young, Contreras and Marshall",Operations,False,,US-West,Q3,99787.18
txn-00645,m-saas-01,Vertex Cloud Systems,SaaS,2023-03-22,466.99,GBP,check,Sullivan PLC,Payroll-adjacent,True,high-risk-vendor,US-West,Q1,98168.33
txn-00646,m-util-02,Clearwater Energy Co,utilities,2024-01-16,453.33,USD,check,"Carrillo, Vaughn and Fowler",Facilities,False,,EU-North,Q1,84744.96
txn-00647,m-saas-03,Northline CRM,SaaS,2025-02-21,31.5,USD,ach,Richardson-Walker,Facilities,False,,US-East,Q1,22267.31
txn-00648,m-ret-002,Atlas Outfitters,retail,2024-06-22,96532.01,USD,check,Mendoza Group,Travel,True,over-budget,APAC,Q2,79944.57
txn-00649,m-saas-03,Northline CRM,SaaS,2024-04-13,515.93,USD,virtual_card,"Zhang, Brooks and Miles",Marketing,False,,US-West,Q2,71634.8
txn-00650,m-ret-001,Northwind Retail Co,retail,2024-11-21,1645.15,USD,card,Todd-Pham,Operations,False,,EU-Central,Q4,24128.58
txn-00651,m-log-003,Ironhorse Trucking,logistics,2023-07-11,5490.71,USD,wire,Gill Ltd,Facilities,False,,EU-Central,Q3,42846.32
txn-00652,m-food-02,Urban Grain Bistro,food,2024-01-10,2112.95,USD,ach,"Marks, Miller and Griffin",Operations,False,,US-Central,Q1,36447.22
txn-00653,m-food-03,Summit Provisions,food,2024-02-15,455.25,USD,check,"Cox, Stark and Rodriguez",IT,False,,EU-Central,Q1,84655.82
txn-00654,m-log-002,Pacific Parcel Network,logistics,2025-04-13,196.92,USD,ach,"Leach, Harris and Herrera",Marketing,False,,EU-North,Q2,28892.74
txn-00655,m-log-001,Continental Freight,logistics,2023-05-30,11278.98,USD,card,Murphy PLC,Payroll-adjacent,False,,EU-North,Q2,22440.02
txn-00656,m-saas-02,LedgerFlow Analytics,SaaS,2024-10-07,816.4,USD,wire,Wilson-Harris,Facilities,False,,US-Central,Q4,106404.45
txn-00657,m-log-003,Ironhorse Trucking,logistics,2024-07-29,729.44,USD,card,"Burns, Nolan and Griffin",Facilities,False,,US-West,Q3,42846.32
txn-00658,m-log-001,Continental Freight,logistics,2025-04-13,647.72,USD,card,Chavez PLC,IT,False,,US-Central,Q2,69345.46
txn-00659,m-log-003,Ironhorse Trucking,logistics,2024-01-05,760.91,USD,wire,Bryant-Brown,IT,False,,EU-North,Q1,116744.61
txn-00660,m-saas-01,Vertex Cloud Systems,SaaS,2023-12-26,652.6,EUR,check,Chambers-Parker,Payroll-adjacent,False,,APAC,Q4,55070.03
txn-00661,m-saas-04,Obsidian Security Suite,SaaS,2023-06-28,353.88,USD,check,Foster Inc,IT,False,,APAC,Q2,64889.32
txn-00662,m-util-01,Gridline Utilities,utilities,2023-03-22,335.32,USD,virtual_card,"Robinson, Jones and Henderson",Travel,False,,US-East,Q1,82355.58
txn-00663,m-saas-03,Northline CRM,SaaS,2024-10-17,737.84,USD,check,"Brown, Mcknight and Michael",IT,False,,US-West,Q4,21082.14
txn-00664,m-ret-003,Harbor Street Market,retail,2023-06-15,365.85,USD,wire,Andersen Group,IT,False,,APAC,Q2,91558.31
txn-00665,m-log-003,Ironhorse Trucking,logistics,2024-09-11,327.94,USD,virtual_card,Mitchell and Sons,Payroll-adjacent,False,,US-Central,Q3,115518.35
txn-00666,m-log-004,BlueAnchor Maritime,logistics,2024-06-17,747.75,USD,ach,Cannon Ltd,Travel,False,,US-East,Q2,79328.49
txn-00667,m-log-002,Pacific Parcel Network,logistics,2024-11-08,577.83,EUR,ach,"Stuart, Brooks and Vance",IT,False,,US-West,Q4,64037.59
txn-00668,m-saas-01,Vertex Cloud Systems,SaaS,2023-03-07,3200.33,USD,card,Kane-Knox,Travel,False,,EU-Central,Q1,56937.05
txn-00669,m-ret-003,Harbor Street Market,retail,2023-04-17,36.01,USD,card,Miller-Brandt,IT,False,,EU-North,Q2,91558.31
txn-00670,m-food-01,Copperline Catering,food,2023-08-23,2386.58,USD,virtual_card,"Anderson, Dalton and Wilson",Operations,False,,US-East,Q3,71930.5
txn-00671,m-ret-004,Sterling Home Goods,retail,2023-06-24,2619.38,USD,wire,"Long, Anderson and Irwin",Marketing,False,,US-Central,Q2,46043.8
txn-00672,m-util-02,Clearwater Energy Co,utilities,2024-04-23,67.98,GBP,ach,Avila LLC,Facilities,False,,APAC,Q2,49671.0
txn-00673,m-saas-04,Obsidian Security Suite,SaaS,2023-07-01,492.75,USD,check,Nunez-Stephens,Facilities,False,,APAC,Q3,83886.09
txn-00674,m-saas-04,Obsidian Security Suite,SaaS,2023-11-14,508.35,USD,ach,"Gray, Hall and Murray",IT,False,,EU-North,Q4,22646.96
